event_id,user_id,event_time,event_date,session_id,event_name,feature
E001474,U0079,2026-01-24 09:17:00,2026-01-24,U0079-013,lesson_started,
E001475,U0079,2026-01-24 09:22:00,2026-01-24,U0079-013,lesson_completed,
E000101,U0005,2026-01-24 09:23:00,2026-01-24,U0005-018,feature_used,progress_tracker
E001476,U0079,2026-01-24 09:26:00,2026-01-24,U0079-013,project_shared,
E001477,U0079,2026-01-24 09:29:00,2026-01-24,U0079-013,feature_used,template_library
E001478,U0079,2026-01-24 09:30:00,2026-01-24,U0079-013,feature_used,progress_tracker
E001771,U0091,2026-01-24 09:30:00,2026-01-24,U0091-000,feature_used,collaboration
E001587,U0084,2026-01-24 09:34:00,2026-01-24,U0084-007,session_started,
E001588,U0084,2026-01-24 09:37:00,2026-01-24,U0084-007,lesson_started,
E001589,U0084,2026-01-24 09:42:00,2026-01-24,U0084-007,lesson_completed,
E001590,U0084,2026-01-24 09:49:00,2026-01-24,U0084-007,feature_used,template_library
E001591,U0084,2026-01-24 09:50:00,2026-01-24,U0084-007,feature_used,progress_tracker
E000453,U0023,2026-01-24 09:57:00,2026-01-24,U0023-011,session_started,
E000454,U0023,2026-01-24 10:00:00,2026-01-24,U0023-011,lesson_started,
E000455,U0023,2026-01-24 10:05:00,2026-01-24,U0023-011,lesson_completed,
E000456,U0023,2026-01-24 10:12:00,2026-01-24,U0023-011,feature_used,template_library
E000457,U0023,2026-01-24 10:13:00,2026-01-24,U0023-011,feature_used,progress_tracker
E000801,U0044,2026-01-25 08:00:00,2026-01-25,,signed_up,
E001793,U0092,2026-01-25 08:00:00,2026-01-25,,signed_up,
E001975,U0102,2026-01-25 08:00:00,2026-01-25,,signed_up,
E002184,U0112,2026-01-25 08:00:00,2026-01-25,,signed_up,
E001976,U0102,2026-01-25 09:01:00,2026-01-25,U0102-000,session_started,
E001977,U0102,2026-01-25 09:04:00,2026-01-25,U0102-000,lesson_started,
E001322,U0070,2026-01-25 09:05:00,2026-01-25,U0070-004,session_started,
E001323,U0070,2026-01-25 09:08:00,2026-01-25,U0070-004,lesson_started,
E001324,U0070,2026-01-25 09:13:00,2026-01-25,U0070-004,lesson_completed,
E001978,U0102,2026-01-25 09:16:00,2026-01-25,U0102-000,feature_used,template_library
E000263,U0013,2026-01-25 09:18:00,2026-01-25,U0013-005,session_started,
E000264,U0013,2026-01-25 09:21:00,2026-01-25,U0013-005,lesson_started,
E001126,U0061,2026-01-25 09:27:00,2026-01-25,U0061-011,session_started,
E001127,U0061,2026-01-25 09:30:00,2026-01-25,U0061-011,lesson_started,
E001128,U0061,2026-01-25 09:43:00,2026-01-25,U0061-011,feature_used,progress_tracker
E002185,U0112,2026-01-25 09:43:00,2026-01-25,U0112-000,session_started,
E002186,U0112,2026-01-25 09:46:00,2026-01-25,U0112-000,lesson_started,
E000802,U0044,2026-01-25 09:49:00,2026-01-25,U0044-000,session_started,
E000803,U0044,2026-01-25 09:52:00,2026-01-25,U0044-000,lesson_started,
E001794,U0092,2026-01-25 09:57:00,2026-01-25,U0092-000,session_started,
E001795,U0092,2026-01-25 10:00:00,2026-01-25,U0092-000,lesson_started,
E000804,U0044,2026-01-25 10:04:00,2026-01-25,U0044-000,feature_used,template_library
E000805,U0044,2026-01-25 10:06:00,2026-01-25,U0044-000,feature_used,collaboration
E001796,U0092,2026-01-25 10:12:00,2026-01-25,U0092-000,feature_used,template_library
E001797,U0092,2026-01-25 10:13:00,2026-01-25,U0092-000,feature_used,progress_tracker
E001001,U0056,2026-01-26 08:00:00,2026-01-26,,signed_up,
E001338,U0071,2026-01-26 08:00:00,2026-01-26,,signed_up,
E001732,U0090,2026-01-26 08:00:00,2026-01-26,,signed_up,
E001878,U0096,2026-01-26 08:00:00,2026-01-26,,signed_up,
E002038,U0106,2026-01-26 08:00:00,2026-01-26,,signed_up,
E000869,U0048,2026-01-26 09:01:00,2026-01-26,U0048-021,session_started,
E001733,U0090,2026-01-26 09:02:00,2026-01-26,U0090-000,session_started,
E000870,U0048,2026-01-26 09:04:00,2026-01-26,U0048-021,lesson_started,
E001734,U0090,2026-01-26 09:04:00,2026-01-26,U0090-000,project_created,
E001735,U0090,2026-01-26 09:05:00,2026-01-26,U0090-000,lesson_started,
E001736,U0090,2026-01-26 09:10:00,2026-01-26,U0090-000,lesson_completed,
E001737,U0090,2026-01-26 09:18:00,2026-01-26,U0090-000,feature_used,progress_tracker
E001592,U0084,2026-01-26 09:30:00,2026-01-26,U0084-009,session_started,
E001593,U0084,2026-01-26 09:33:00,2026-01-26,U0084-009,lesson_started,
E001002,U0056,2026-01-26 09:39:00,2026-01-26,U0056-000,session_started,
E001003,U0056,2026-01-26 09:42:00,2026-01-26,U0056-000,lesson_started,
E002039,U0106,2026-01-26 09:43:00,2026-01-26,U0106-000,session_started,
E001594,U0084,2026-01-26 09:45:00,2026-01-26,U0084-009,feature_used,template_library
E002040,U0106,2026-01-26 09:45:00,2026-01-26,U0106-000,project_created,
E001595,U0084,2026-01-26 09:46:00,2026-01-26,U0084-009,feature_used,progress_tracker
E002041,U0106,2026-01-26 09:46:00,2026-01-26,U0106-000,lesson_started,
E001879,U0096,2026-01-26 09:49:00,2026-01-26,U0096-000,session_started,
E001339,U0071,2026-01-26 09:50:00,2026-01-26,U0071-000,session_started,
E001880,U0096,2026-01-26 09:52:00,2026-01-26,U0096-000,lesson_started,
E001340,U0071,2026-01-26 09:53:00,2026-01-26,U0071-000,lesson_started,
E002042,U0106,2026-01-26 09:58:00,2026-01-26,U0106-000,feature_used,template_library
E002043,U0106,2026-01-26 09:59:00,2026-01-26,U0106-000,feature_used,progress_tracker
E001881,U0096,2026-01-26 10:04:00,2026-01-26,U0096-000,feature_used,template_library
E001882,U0096,2026-01-26 10:05:00,2026-01-26,U0096-000,feature_used,progress_tracker
E001205,U0064,2026-01-27 08:00:00,2026-01-27,,signed_up,
E001498,U0080,2026-01-27 08:00:00,2026-01-27,,signed_up,
E001499,U0080,2026-01-27 09:11:00,2026-01-27,U0080-000,session_started,
E001500,U0080,2026-01-27 09:14:00,2026-01-27,U0080-000,lesson_started,
E001665,U0087,2026-01-27 09:35:00,2026-01-27,U0087-008,session_started,
E000669,U0035,2026-01-27 09:37:00,2026-01-27,U0035-016,session_started,
E001666,U0087,2026-01-27 09:38:00,2026-01-27,U0087-008,lesson_started,
E000670,U0035,2026-01-27 09:39:00,2026-01-27,U0035-016,project_created,
E000671,U0035,2026-01-27 09:40:00,2026-01-27,U0035-016,lesson_started,
E001798,U0092,2026-01-27 09:44:00,2026-01-27,U0092-002,session_started,
E001799,U0092,2026-01-27 09:47:00,2026-01-27,U0092-002,lesson_started,
E000019,U0002,2026-01-27 09:51:00,2026-01-27,U0002-016,session_started,
E000672,U0035,2026-01-27 09:52:00,2026-01-27,U0035-016,feature_used,template_library
E001206,U0064,2026-01-27 09:52:00,2026-01-27,U0064-000,session_started,
E001667,U0087,2026-01-27 09:52:00,2026-01-27,U0087-008,feature_used,collaboration
E000020,U0002,2026-01-27 09:54:00,2026-01-27,U0002-016,lesson_started,
E000673,U0035,2026-01-27 09:54:00,2026-01-27,U0035-016,feature_used,collaboration
E001207,U0064,2026-01-27 09:54:00,2026-01-27,U0064-000,project_created,
E001208,U0064,2026-01-27 09:55:00,2026-01-27,U0064-000,lesson_started,
E000374,U0019,2026-01-27 09:57:00,2026-01-27,U0019-006,session_started,
E000021,U0002,2026-01-27 09:59:00,2026-01-27,U0002-016,lesson_completed,
E001800,U0092,2026-01-27 09:59:00,2026-01-27,U0092-002,feature_used,template_library
E000375,U0019,2026-01-27 10:00:00,2026-01-27,U0019-006,lesson_started,
E001801,U0092,2026-01-27 10:01:00,2026-01-27,U0092-002,feature_used,collaboration
E000376,U0019,2026-01-27 10:05:00,2026-01-27,U0019-006,lesson_completed,
E000377,U0019,2026-01-27 10:09:00,2026-01-27,U0019-006,project_shared,
E000378,U0019,2026-01-27 10:13:00,2026-01-27,U0019-006,feature_used,progress_tracker
E000674,U0035,2026-01-28 09:01:00,2026-01-28,U0035-017,session_started,
E000675,U0035,2026-01-28 09:04:00,2026-01-28,U0035-017,lesson_started,
E001209,U0064,2026-01-28 09:23:00,2026-01-28,U0064-001,session_started,
E001210,U0064,2026-01-28 09:26:00,2026-01-28,U0064-001,lesson_started,
E000414,U0021,2026-01-28 09:59:00,2026-01-28,U0021-013,session_started,
E000415,U0021,2026-01-28 10:01:00,2026-01-28,U0021-013,project_created,
E000416,U0021,2026-01-28 10:02:00,2026-01-28,U0021-013,lesson_started,
E000204,U0010,2026-01-29 08:00:00,2026-01-29,,signed_up,
E001828,U0093,2026-01-29 08:00:00,2026-01-29,,signed_up,
E001870,U0095,2026-01-29 08:00:00,2026-01-29,,signed_up,
E000295,U0015,2026-01-29 09:05:00,2026-01-29,U0015-015,session_started,
E001668,U0087,2026-01-29 09:07:00,2026-01-29,U0087-010,session_started,
E000296,U0015,2026-01-29 09:08:00,2026-01-29,U0015-015,lesson_started,
E001669,U0087,2026-01-29 09:10:00,2026-01-29,U0087-010,lesson_started,
E001829,U0093,2026-01-29 09:10:00,2026-01-29,U0093-000,session_started,
E001802,U0092,2026-01-29 09:11:00,2026-01-29,U0092-004,session_started,
E001830,U0093,2026-01-29 09:13:00,2026-01-29,U0093-000,lesson_started,
E001803,U0092,2026-01-29 09:14:00,2026-01-29,U0092-004,lesson_started,
E001883,U0096,2026-01-29 09:16:00,2026-01-29,U0096-003,session_started,
E000458,U0023,2026-01-29 09:17:00,2026-01-29,U0023-016,session_started,
E001884,U0096,2026-01-29 09:19:00,2026-01-29,U0096-003,lesson_started,
E000297,U0015,2026-01-29 09:20:00,2026-01-29,U0015-015,feature_used,template_library
E000459,U0023,2026-01-29 09:20:00,2026-01-29,U0023-016,lesson_started,
E001341,U0071,2026-01-29 09:21:00,2026-01-29,U0071-003,session_started,
E001670,U0087,2026-01-29 09:22:00,2026-01-29,U0087-010,feature_used,template_library
E001342,U0071,2026-01-29 09:23:00,2026-01-29,U0071-003,project_created,
E001343,U0071,2026-01-29 09:24:00,2026-01-29,U0071-003,lesson_started,
E001871,U0095,2026-01-29 09:25:00,2026-01-29,U0095-000,session_started,
E001804,U0092,2026-01-29 09:26:00,2026-01-29,U0092-004,feature_used,template_library
E001805,U0092,2026-01-29 09:27:00,2026-01-29,U0092-004,feature_used,progress_tracker
E001872,U0095,2026-01-29 09:28:00,2026-01-29,U0095-000,lesson_started,
E000054,U0004,2026-01-29 09:30:00,2026-01-29,U0004-021,session_started,
E000205,U0010,2026-01-29 09:31:00,2026-01-29,U0010-000,session_started,
E001885,U0096,2026-01-29 09:31:00,2026-01-29,U0096-003,feature_used,template_library
E000055,U0004,2026-01-29 09:33:00,2026-01-29,U0004-021,lesson_started,
E000206,U0010,2026-01-29 09:34:00,2026-01-29,U0010-000,lesson_started,
E001129,U0061,2026-01-29 09:36:00,2026-01-29,U0061-015,session_started,
E001344,U0071,2026-01-29 09:37:00,2026-01-29,U0071-003,feature_used,progress_tracker
E000056,U0004,2026-01-29 09:38:00,2026-01-29,U0004-021,lesson_completed,
E001130,U0061,2026-01-29 09:39:00,2026-01-29,U0061-015,lesson_started,
E000583,U0030,2026-01-29 09:40:00,2026-01-29,U0030-021,session_started,
E001873,U0095,2026-01-29 09:40:00,2026-01-29,U0095-000,feature_used,template_library
E000584,U0030,2026-01-29 09:43:00,2026-01-29,U0030-021,lesson_started,
E000057,U0004,2026-01-29 09:46:00,2026-01-29,U0004-021,feature_used,progress_tracker
E000207,U0010,2026-01-29 09:47:00,2026-01-29,U0010-000,feature_used,progress_tracker
E002231,U0114,2026-01-29 09:49:00,2026-01-29,U0114-024,session_started,
E001131,U0061,2026-01-29 09:51:00,2026-01-29,U0061-015,feature_used,template_library
E002232,U0114,2026-01-29 09:52:00,2026-01-29,U0114-024,lesson_started,
E001132,U0061,2026-01-29 09:53:00,2026-01-29,U0061-015,feature_used,collaboration
E000585,U0030,2026-01-29 09:56:00,2026-01-29,U0030-021,feature_used,progress_tracker
E001096,U0060,2026-01-29 09:58:00,2026-01-29,U0060-021,session_started,
E001097,U0060,2026-01-29 10:01:00,2026-01-29,U0060-021,lesson_started,
E002233,U0114,2026-01-29 10:04:00,2026-01-29,U0114-024,feature_used,template_library
E001098,U0060,2026-01-29 10:14:00,2026-01-29,U0060-021,feature_used,progress_tracker
E000705,U0038,2026-01-30 08:00:00,2026-01-30,,signed_up,
E000894,U0050,2026-01-30 08:00:00,2026-01-30,,signed_up,
E000979,U0054,2026-01-30 08:00:00,2026-01-30,,signed_up,
E000980,U0054,2026-01-30 09:05:00,2026-01-30,U0054-000,session_started,
E000981,U0054,2026-01-30 09:08:00,2026-01-30,U0054-000,lesson_started,
E002187,U0112,2026-01-30 09:31:00,2026-01-30,U0112-005,session_started,
E002234,U0114,2026-01-30 09:32:00,2026-01-30,U0114-025,session_started,
E000208,U0010,2026-01-30 09:33:00,2026-01-30,U0010-001,session_started,
E002188,U0112,2026-01-30 09:33:00,2026-01-30,U0112-005,project_created,
E002189,U0112,2026-01-30 09:34:00,2026-01-30,U0112-005,lesson_started,
E002235,U0114,2026-01-30 09:35:00,2026-01-30,U0114-025,lesson_started,
E000209,U0010,2026-01-30 09:36:00,2026-01-30,U0010-001,lesson_started,
E000895,U0050,2026-01-30 09:36:00,2026-01-30,U0050-000,session_started,
E000706,U0038,2026-01-30 09:37:00,2026-01-30,U0038-000,session_started,
E000896,U0050,2026-01-30 09:39:00,2026-01-30,U0050-000,lesson_started,
E002190,U0112,2026-01-30 09:39:00,2026-01-30,U0112-005,lesson_completed,
E000707,U0038,2026-01-30 09:40:00,2026-01-30,U0038-000,lesson_started,
E001263,U0067,2026-01-30 09:46:00,2026-01-30,U0067-021,session_started,
E001806,U0092,2026-01-30 09:46:00,2026-01-30,U0092-005,session_started,
E002191,U0112,2026-01-30 09:47:00,2026-01-30,U0112-005,feature_used,progress_tracker
E001264,U0067,2026-01-30 09:48:00,2026-01-30,U0067-021,project_created,
E001807,U0092,2026-01-30 09:48:00,2026-01-30,U0092-005,project_created,
E001265,U0067,2026-01-30 09:49:00,2026-01-30,U0067-021,lesson_started,
E001808,U0092,2026-01-30 09:49:00,2026-01-30,U0092-005,lesson_started,
E000708,U0038,2026-01-30 09:52:00,2026-01-30,U0038-000,feature_used,template_library
E000897,U0050,2026-01-30 09:53:00,2026-01-30,U0050-000,feature_used,collaboration
E001809,U0092,2026-01-30 09:54:00,2026-01-30,U0092-005,lesson_completed,
E001810,U0092,2026-01-30 09:58:00,2026-01-30,U0092-005,project_shared,
E001266,U0067,2026-01-30 10:01:00,2026-01-30,U0067-021,feature_used,template_library
E001811,U0092,2026-01-30 10:01:00,2026-01-30,U0092-005,feature_used,template_library
E001393,U0074,2026-01-31 08:00:00,2026-01-31,,signed_up,
E001616,U0085,2026-01-31 08:00:00,2026-01-31,,signed_up,
E001738,U0090,2026-01-31 09:11:00,2026-01-31,U0090-005,session_started,
E001739,U0090,2026-01-31 09:14:00,2026-01-31,U0090-005,lesson_started,
E001617,U0085,2026-01-31 09:17:00,2026-01-31,U0085-000,session_started,
E001740,U0090,2026-01-31 09:19:00,2026-01-31,U0090-005,lesson_completed,
E001618,U0085,2026-01-31 09:20:00,2026-01-31,U0085-000,lesson_started,
E001741,U0090,2026-01-31 09:23:00,2026-01-31,U0090-005,project_shared,
E000806,U0044,2026-01-31 09:24:00,2026-01-31,U0044-006,session_started,
E000102,U0005,2026-01-31 09:26:00,2026-01-31,U0005-025,session_started,
E000807,U0044,2026-01-31 09:26:00,2026-01-31,U0044-006,project_created,
E001742,U0090,2026-01-31 09:26:00,2026-01-31,U0090-005,feature_used,template_library
E000808,U0044,2026-01-31 09:27:00,2026-01-31,U0044-006,lesson_started,
E000022,U0002,2026-01-31 09:28:00,2026-01-31,U0002-020,session_started,
E001743,U0090,2026-01-31 09:28:00,2026-01-31,U0090-005,feature_used,collaboration
E000103,U0005,2026-01-31 09:29:00,2026-01-31,U0005-025,lesson_started,
E000023,U0002,2026-01-31 09:31:00,2026-01-31,U0002-020,lesson_started,
E001619,U0085,2026-01-31 09:32:00,2026-01-31,U0085-000,feature_used,template_library
E000635,U0033,2026-01-31 09:33:00,2026-01-31,U0033-019,session_started,
E000024,U0002,2026-01-31 09:36:00,2026-01-31,U0002-020,lesson_completed,
E000636,U0033,2026-01-31 09:36:00,2026-01-31,U0033-019,lesson_started,
E000809,U0044,2026-01-31 09:39:00,2026-01-31,U0044-006,feature_used,template_library
E000104,U0005,2026-01-31 09:41:00,2026-01-31,U0005-025,feature_used,template_library
E000105,U0005,2026-01-31 09:42:00,2026-01-31,U0005-025,feature_used,progress_tracker
E000025,U0002,2026-01-31 09:43:00,2026-01-31,U0002-020,feature_used,template_library
E000026,U0002,2026-01-31 09:45:00,2026-01-31,U0002-020,feature_used,collaboration
E001394,U0074,2026-01-31 09:50:00,2026-01-31,U0074-000,session_started,
E002160,U0111,2026-01-31 09:50:00,2026-01-31,U0111-015,session_started,
E001395,U0074,2026-01-31 09:52:00,2026-01-31,U0074-000,project_created,
E001396,U0074,2026-01-31 09:53:00,2026-01-31,U0074-000,lesson_started,
E002161,U0111,2026-01-31 09:53:00,2026-01-31,U0111-015,lesson_started,
E001397,U0074,2026-01-31 10:05:00,2026-01-31,U0074-000,feature_used,template_library
E000738,U0040,2026-02-01 08:00:00,2026-02-01,,signed_up,
E000122,U0006,2026-02-01 09:20:00,2026-02-01,U0006-022,session_started,
E000123,U0006,2026-02-01 09:23:00,2026-02-01,U0006-022,lesson_started,
E000739,U0040,2026-02-01 09:34:00,2026-02-01,U0040-000,session_started,
E000740,U0040,2026-02-01 09:37:00,2026-02-01,U0040-000,lesson_started,
E001325,U0070,2026-02-01 09:38:00,2026-02-01,U0070-011,session_started,
E001326,U0070,2026-02-01 09:41:00,2026-02-01,U0070-011,lesson_started,
E000741,U0040,2026-02-01 09:49:00,2026-02-01,U0040-000,feature_used,template_library
E001345,U0071,2026-02-01 09:49:00,2026-02-01,U0071-006,session_started,
E001346,U0071,2026-02-01 09:52:00,2026-02-01,U0071-006,lesson_started,
E001886,U0096,2026-02-01 09:55:00,2026-02-01,U0096-006,session_started,
E001887,U0096,2026-02-01 09:57:00,2026-02-01,U0096-006,project_created,
E001888,U0096,2026-02-01 09:58:00,2026-02-01,U0096-006,lesson_started,
E001889,U0096,2026-02-01 10:03:00,2026-02-01,U0096-006,lesson_completed,
E001890,U0096,2026-02-01 10:10:00,2026-02-01,U0096-006,feature_used,template_library
E001891,U0096,2026-02-01 10:11:00,2026-02-01,U0096-006,feature_used,progress_tracker
E000600,U0031,2026-02-02 08:00:00,2026-02-02,,signed_up,
E000647,U0034,2026-02-02 08:00:00,2026-02-02,,signed_up,
E000883,U0049,2026-02-02 08:00:00,2026-02-02,,signed_up,
E000907,U0051,2026-02-02 08:00:00,2026-02-02,,signed_up,
E000106,U0005,2026-02-02 09:07:00,2026-02-02,U0005-027,session_started,
E000107,U0005,2026-02-02 09:10:00,2026-02-02,U0005-027,lesson_started,
E000108,U0005,2026-02-02 09:23:00,2026-02-02,U0005-027,feature_used,progress_tracker
E000417,U0021,2026-02-02 09:26:00,2026-02-02,U0021-018,session_started,
E000418,U0021,2026-02-02 09:29:00,2026-02-02,U0021-018,lesson_started,
E000419,U0021,2026-02-02 09:34:00,2026-02-02,U0021-018,lesson_completed,
E000601,U0031,2026-02-02 09:42:00,2026-02-02,U0031-000,session_started,
E000602,U0031,2026-02-02 09:44:00,2026-02-02,U0031-000,project_created,
E000603,U0031,2026-02-02 09:45:00,2026-02-02,U0031-000,lesson_started,
E001026,U0057,2026-02-02 09:46:00,2026-02-02,U0057-022,session_started,
E000908,U0051,2026-02-02 09:49:00,2026-02-02,U0051-000,session_started,
E001027,U0057,2026-02-02 09:49:00,2026-02-02,U0057-022,lesson_started,
E001133,U0061,2026-02-02 09:50:00,2026-02-02,U0061-019,session_started,
E000909,U0051,2026-02-02 09:51:00,2026-02-02,U0051-000,project_created,
E000910,U0051,2026-02-02 09:52:00,2026-02-02,U0051-000,lesson_started,
E001134,U0061,2026-02-02 09:53:00,2026-02-02,U0061-019,lesson_started,
E000648,U0034,2026-02-02 09:55:00,2026-02-02,U0034-000,session_started,
E000604,U0031,2026-02-02 09:58:00,2026-02-02,U0031-000,feature_used,progress_tracker
E000649,U0034,2026-02-02 09:58:00,2026-02-02,U0034-000,lesson_started,
E000884,U0049,2026-02-02 09:58:00,2026-02-02,U0049-000,session_started,
E001028,U0057,2026-02-02 09:58:00,2026-02-02,U0057-022,project_shared,
E000885,U0049,2026-02-02 10:01:00,2026-02-02,U0049-000,lesson_started,
E000911,U0051,2026-02-02 10:04:00,2026-02-02,U0051-000,feature_used,template_library
E000912,U0051,2026-02-02 10:05:00,2026-02-02,U0051-000,feature_used,progress_tracker
E000650,U0034,2026-02-02 10:11:00,2026-02-02,U0034-000,feature_used,progress_tracker
E000886,U0049,2026-02-02 10:14:00,2026-02-02,U0049-000,feature_used,progress_tracker
E000433,U0022,2026-02-03 08:00:00,2026-02-03,,signed_up,
E000480,U0025,2026-02-03 08:00:00,2026-02-03,,signed_up,
E001061,U0059,2026-02-03 08:00:00,2026-02-03,,signed_up,
E000810,U0044,2026-02-03 09:03:00,2026-02-03,U0044-009,session_started,
E001062,U0059,2026-02-03 09:03:00,2026-02-03,U0059-000,session_started,
E001347,U0071,2026-02-03 09:05:00,2026-02-03,U0071-008,session_started,
E000811,U0044,2026-02-03 09:06:00,2026-02-03,U0044-009,lesson_started,
E001063,U0059,2026-02-03 09:06:00,2026-02-03,U0059-000,lesson_started,
E000709,U0038,2026-02-03 09:07:00,2026-02-03,U0038-004,session_started,
E001348,U0071,2026-02-03 09:08:00,2026-02-03,U0071-008,lesson_started,
E000710,U0038,2026-02-03 09:10:00,2026-02-03,U0038-004,lesson_started,
E000812,U0044,2026-02-03 09:11:00,2026-02-03,U0044-009,lesson_completed,
E001349,U0071,2026-02-03 09:13:00,2026-02-03,U0071-008,lesson_completed,
E001350,U0071,2026-02-03 09:21:00,2026-02-03,U0071-008,feature_used,progress_tracker
E000420,U0021,2026-02-03 09:23:00,2026-02-03,U0021-019,session_started,
E000421,U0021,2026-02-03 09:26:00,2026-02-03,U0021-019,lesson_started,
E001620,U0085,2026-02-03 09:32:00,2026-02-03,U0085-003,session_started,
E001621,U0085,2026-02-03 09:34:00,2026-02-03,U0085-003,project_created,
E001622,U0085,2026-02-03 09:35:00,2026-02-03,U0085-003,lesson_started,
E000422,U0021,2026-02-03 09:38:00,2026-02-03,U0021-019,feature_used,template_library
E000423,U0021,2026-02-03 09:39:00,2026-02-03,U0021-019,feature_used,progress_tracker
E001623,U0085,2026-02-03 09:48:00,2026-02-03,U0085-003,feature_used,progress_tracker
E001979,U0102,2026-02-03 09:49:00,2026-02-03,U0102-009,session_started,
E001980,U0102,2026-02-03 09:52:00,2026-02-03,U0102-009,lesson_started,
E000434,U0022,2026-02-03 09:54:00,2026-02-03,U0022-000,session_started,
E000481,U0025,2026-02-03 09:55:00,2026-02-03,U0025-000,session_started,
E000736,U0039,2026-02-03 09:55:00,2026-02-03,U0039-011,session_started,
E000031,U0003,2026-02-03 09:56:00,2026-02-03,U0003-023,session_started,
E000435,U0022,2026-02-03 09:57:00,2026-02-03,U0022-000,lesson_started,
E000482,U0025,2026-02-03 09:57:00,2026-02-03,U0025-000,project_created,
E000483,U0025,2026-02-03 09:58:00,2026-02-03,U0025-000,lesson_started,
E000737,U0039,2026-02-03 09:58:00,2026-02-03,U0039-011,lesson_started,
E000032,U0003,2026-02-03 09:59:00,2026-02-03,U0003-023,lesson_started,
E000484,U0025,2026-02-03 10:03:00,2026-02-03,U0025-000,lesson_completed,
E000436,U0022,2026-02-03 10:09:00,2026-02-03,U0022-000,feature_used,template_library
E000033,U0003,2026-02-03 10:12:00,2026-02-03,U0003-023,feature_used,progress_tracker
E000210,U0010,2026-02-04 09:06:00,2026-02-04,U0010-006,session_started,
E000379,U0019,2026-02-04 09:07:00,2026-02-04,U0019-014,session_started,
E000211,U0010,2026-02-04 09:09:00,2026-02-04,U0010-006,lesson_started,
E000380,U0019,2026-02-04 09:10:00,2026-02-04,U0019-014,lesson_started,
E001398,U0074,2026-02-04 09:12:00,2026-02-04,U0074-004,session_started,
E001479,U0079,2026-02-04 09:13:00,2026-02-04,U0079-024,session_started,
E001399,U0074,2026-02-04 09:15:00,2026-02-04,U0074-004,lesson_started,
E001480,U0079,2026-02-04 09:16:00,2026-02-04,U0079-024,lesson_started,
E001501,U0080,2026-02-04 09:17:00,2026-02-04,U0080-008,session_started,
E001502,U0080,2026-02-04 09:19:00,2026-02-04,U0080-008,project_created,
E002192,U0112,2026-02-04 09:19:00,2026-02-04,U0112-010,session_started,
E001400,U0074,2026-02-04 09:20:00,2026-02-04,U0074-004,lesson_completed,
E001503,U0080,2026-02-04 09:20:00,2026-02-04,U0080-008,lesson_started,
E000212,U0010,2026-02-04 09:21:00,2026-02-04,U0010-006,feature_used,template_library
E001481,U0079,2026-02-04 09:21:00,2026-02-04,U0079-024,lesson_completed,
E000381,U0019,2026-02-04 09:22:00,2026-02-04,U0019-014,feature_used,template_library
E002193,U0112,2026-02-04 09:22:00,2026-02-04,U0112-010,lesson_started,
E001401,U0074,2026-02-04 09:27:00,2026-02-04,U0074-004,feature_used,template_library
E001482,U0079,2026-02-04 09:28:00,2026-02-04,U0079-024,feature_used,template_library
E001483,U0079,2026-02-04 09:29:00,2026-02-04,U0079-024,feature_used,progress_tracker
E001484,U0079,2026-02-04 09:30:00,2026-02-04,U0079-024,feature_used,collaboration
E000058,U0004,2026-02-04 09:32:00,2026-02-04,U0004-027,session_started,
E001504,U0080,2026-02-04 09:32:00,2026-02-04,U0080-008,feature_used,template_library
E002194,U0112,2026-02-04 09:34:00,2026-02-04,U0112-010,feature_used,template_library
E000059,U0004,2026-02-04 09:35:00,2026-02-04,U0004-027,lesson_started,
E002195,U0112,2026-02-04 09:35:00,2026-02-04,U0112-010,feature_used,progress_tracker
E000060,U0004,2026-02-04 09:47:00,2026-02-04,U0004-027,feature_used,template_library
E001596,U0084,2026-02-04 09:48:00,2026-02-04,U0084-018,session_started,
E001597,U0084,2026-02-04 09:51:00,2026-02-04,U0084-018,lesson_started,
E001135,U0061,2026-02-04 09:53:00,2026-02-04,U0061-021,session_started,
E001136,U0061,2026-02-04 09:56:00,2026-02-04,U0061-021,lesson_started,
E001598,U0084,2026-02-04 10:03:00,2026-02-04,U0084-018,feature_used,template_library
E000322,U0017,2026-02-05 08:00:00,2026-02-05,,signed_up,
E001365,U0072,2026-02-05 08:00:00,2026-02-05,,signed_up,
E000323,U0017,2026-02-05 09:26:00,2026-02-05,U0017-000,session_started,
E000324,U0017,2026-02-05 09:29:00,2026-02-05,U0017-000,lesson_started,
E001744,U0090,2026-02-05 09:33:00,2026-02-05,U0090-010,session_started,
E001772,U0091,2026-02-05 09:35:00,2026-02-05,U0091-012,session_started,
E001745,U0090,2026-02-05 09:36:00,2026-02-05,U0090-010,lesson_started,
E001773,U0091,2026-02-05 09:38:00,2026-02-05,U0091-012,lesson_started,
E001366,U0072,2026-02-05 09:40:00,2026-02-05,U0072-000,session_started,
E001327,U0070,2026-02-05 09:43:00,2026-02-05,U0070-015,session_started,
E001367,U0072,2026-02-05 09:43:00,2026-02-05,U0072-000,lesson_started,
E001812,U0092,2026-02-05 09:44:00,2026-02-05,U0092-011,session_started,
E001328,U0070,2026-02-05 09:46:00,2026-02-05,U0070-015,lesson_started,
E001813,U0092,2026-02-05 09:47:00,2026-02-05,U0092-011,lesson_started,
E001746,U0090,2026-02-05 09:49:00,2026-02-05,U0090-010,feature_used,progress_tracker
